,Name,Age,Height,Weight,Team,Sex,NOC,Games,Year,Season,City,Sport,Event,Medal
76563,Kevin Martin,,,,Canada,,,,2002,,,Curling,,Silver
76564,Rhona Martin,,,,Great Britain,,,,2002,,,Curling,,Gold
76565,Margaret Morton,,,,Great Britain,,,,2002,,,Curling,,Gold
76566,Diane Nelson,,,,Canada,,,,2002,,,Curling,,Bronze
76567,Torger Nergård,,,,Norway,,,,2002,,,Curling,,Gold
76568,Cheryl Noble,,,,Canada,,,,2002,,,Curling,,Bronze
76569,Mirjam Ott,,,,Switzerland,,,,2002,,,Curling,,Silver
76570,Bent Ånund Ramsfjell,,,,Norway,,,,2002,,,Curling,,Gold
76571,Marco Ramstein,,,,Switzerland,,,,2002,,,Curling,,Bronze
76572,Janice Rankin,,,,Great Britain,,,,2002,,,Curling,,Gold
76573,Nadia Röthlisberger,,,,Switzerland,,,,2002,,,Curling,,Silver
76574,Carter Rycroft,,,,Canada,,,,2002,,,Curling,,Silver
76575,Andi Schwaller,,,,Switzerland,,,,2002,,,Curling,,Bronze
76576,Christof Schwaller,,,,Switzerland,,,,2002,,,Curling,,Bronze
76577,Julie Sutton-Skinner,,,,Canada,,,,2002,,,Curling,,Bronze
76578,Ken Tralnberg,,,,Canada,,,,2002,,,Curling,,Silver
76579,Pål Trulsen,,,,Norway,,,,2002,,,Curling,,Gold
76580,Lars Vågberg,,,,Norway,,,,2002,,,Curling,,Gold
76581,Don Walchuk,,,,Canada,,,,2002,,,Curling,,Silver
76582,Georgina Wheatcroft,,,,Canada,,,,2002,,,Curling,,Bronze
76583,Tobias Angerer,,,,Germany,,,,2010,,,Cross Country Skiing,,Silver
76584,Lars Berger,,,,Norway,,,,2010,,,Cross Country Skiing,,Silver
76585,Dario Cologna,,,,Switzerland,,,,2010,,,Cross Country Skiing,,Gold
76586,Miriam Gössner,,,,Germany,,,,2010,,,Cross Country Skiing,,Silver
76587,Odd-Bjørn Hjelmeset,,,,Norway,,,,2010,,,Cross Country Skiing,,Silver
76588,Martin Jakš,,,,Czech Republic,,,,2010,,,Cross Country Skiing,,Bronze
76589,Therese Johaug,,,,Norway,,,,2010,,,Cross Country Skiing,,Gold
76590,Irina Khazova,,,,Russia,,,,2010,,,Cross Country Skiing,,Bronze
76591,Nataliya Korostelyova,,,,Russia,,,,2010,,,Cross Country Skiing,,Bronze
76592,Martin Koukal,,,,Czech Republic,,,,2010,,,Cross Country Skiing,,Bronze
76593,Nikita Kryukov,,,,Russia,,,,2010,,,Cross Country Skiing,,Gold
76594,Virpi Kuitunen,,,,Finland,,,,2010,,,Cross Country Skiing,,Bronze
76595,Riitta-Liisa Lassila-Roponen,,,,Finland,,,,2010,,,Cross Country Skiing,,Bronze
76596,Jirí Magál,,,,Czech Republic,,,,2010,,,Cross Country Skiing,,Bronze
76597,Petra Majdic,,,,Slovenia,,,,2010,,,Cross Country Skiing,,Bronze
76598,Nikolay Morilov,,,,Russia,,,,2010,,,Cross Country Skiing,,Bronze
76599,Pirjo Muranen,,,,Finland,,,,2010,,,Cross Country Skiing,,Bronze
76600,Aleksandr Panzhinsky,,,,Russia,,,,2010,,,Cross Country Skiing,,Silver
76601,Øystein Pettersen,,,,Norway,,,,2010,,,Cross Country Skiing,,Gold
76602,Aleksey Petukhov,,,,Russia,,,,2010,,,Cross Country Skiing,,Bronze
76603,Pietro Piller Cottrer,,,,Italy,,,,2010,,,Cross Country Skiing,,Silver
76604,Daniel Richardsson,,,,Sweden,,,,2010,,,Cross Country Skiing,,Gold
76605,Vibeke Skofterud,,,,Norway,,,,2010,,,Cross Country Skiing,,Gold
76606,Kristina Šmigun-Vähi,,,,Estonia,,,,2010,,,Cross Country Skiing,,Silver
76607,Anders Södergren,,,,Sweden,,,,2010,,,Cross Country Skiing,,Gold
76608,Kristin Størmer Steira,,,,Norway,,,,2010,,,Cross Country Skiing,,Gold
76609,Martin Johnsrud Sundby,,,,Norway,,,,2010,,,Cross Country Skiing,,Silver
76610,Tim Tscharnke,,,,Germany,,,,2010,,,Cross Country Skiing,,Silver
76611,Katrin Zeller,,,,Germany,,,,2010,,,Cross Country Skiing,,Silver
76612,Ivan Alypov,,,,Russia,,,,2006,,,Cross Country Skiing,,Bronze
76613,Lina Andersson,,,,Sweden,,,,2006,,,Cross Country Skiing,,Gold
76614,Nataliya Baranova,,,,Russia,,,,2006,,,Cross Country Skiing,,Gold
76615,Lukáš Bauer,,,,Czech Republic,,,,2006,,,Cross Country Skiing,,Silver
76616,Viola Bauer,,,,Germany,,,,2006,,,Cross Country Skiing,,Silver
76617,Marit Bjørgen,,,,Norway,,,,2006,,,Cross Country Skiing,,Silver
76618,Stefanie Böhler,,,,Germany,,,,2006,,,Cross Country Skiing,,Silver
76619,Mikhail Botvinov,,,,Austria,,,,2006,,,Cross Country Skiing,,Bronze
76620,Antonella Confortola-Wyatt,,,,Italy,,,,2006,,,Cross Country Skiing,,Bronze
76621,Chandra Crawford,,,,Canada,,,,2006,,,Cross Country Skiing,,Gold
76622,Anna Dahlberg-Olsson,,,,Sweden,,,,2006,,,Cross Country Skiing,,Gold
76623,Roddy Darragon,,,,France,,,,2006,,,Cross Country Skiing,,Silver
76624,Frode Estil,,,,Norway,,,,2006,,,Cross Country Skiing,,Silver
76625,Jens Filbrich,,,,Germany,,,,2006,,,Cross Country Skiing,,Silver
76626,Arianna Follis,,,,Italy,,,,2006,,,Cross Country Skiing,,Bronze
76627,Mathias Fredriksson,,,,Sweden,,,,2006,,,Cross Country Skiing,,Bronze
76628,Tor-Arne Hetland,,,,Norway,,,,2006,,,Cross Country Skiing,,Silver
76629,Justyna Kowalczyk,,,,Poland,,,,2006,,,Cross Country Skiing,,Bronze
76630,Virpi Kuitunen,,,,Finland,,,,2006,,,Cross Country Skiing,,Bronze
76631,Larisa Kurkina,,,,Russia,,,,2006,,,Cross Country Skiing,,Gold
76632,Mats Larsson,,,,Sweden,,,,2006,,,Cross Country Skiing,,Bronze
76633,Johan Olsson,,,,Sweden,,,,2006,,,Cross Country Skiing,,Bronze
76634,Gabriella Paruzzi,,,,Italy,,,,2006,,,Cross Country Skiing,,Bronze
76635,Hilde Gjermundshaug Pedersen,,,,Norway,,,,2006,,,Cross Country Skiing,,Bronze
76636,Sara Renner,,,,Canada,,,,2006,,,Cross Country Skiing,,Silver
76637,Vasily Rochev,,,,Russia,,,,2006,,,Cross Country Skiing,,Bronze
76638,Aino-Kaisa Saarinen,,,,Finland,,,,2006,,,Cross Country Skiing,,Bronze
76639,Evi Sachenbacher-Stehle,,,,Germany,,,,2006,,,Cross Country Skiing,,Silver
76640,Andreas Schlütter,,,,Germany,,,,2006,,,Cross Country Skiing,,Silver
76641,Beckie Scott,,,,Canada,,,,2006,,,Cross Country Skiing,,Silver
76642,Alyona Sidko,,,,Russia,,,,2006,,,Cross Country Skiing,,Bronze
76643,Anders Södergren,,,,Sweden,,,,2006,,,Cross Country Skiing,,Bronze
76644,René Sommerfeldt,,,,Germany,,,,2006,,,Cross Country Skiing,,Silver
76645,Jens Arne Svartedal,,,,Norway,,,,2006,,,Cross Country Skiing,,Silver
76646,Fulvio Valbusa,,,,Italy,,,,2006,,,Cross Country Skiing,,Gold
76647,Sabina Valbusa,,,,Italy,,,,2006,,,Cross Country Skiing,,Bronze
76648,Andrus Veerpalu,,,,Estonia,,,,2006,,,Cross Country Skiing,,Gold
76649,Cristian Zorzi,,,,Italy,,,,2006,,,Cross Country Skiing,,Gold
76650,Brigitte Albrecht-Loretan,,,,Switzerland,,,,2002,,,Cross Country Skiing,,Bronze
76651,Tobias Angerer,,,,Germany,,,,2002,,,Cross Country Skiing,,Bronze
76652,Anders Aukland,,,,Norway,,,,2002,,,Cross Country Skiing,,Gold
76653,Marit Bjørgen,,,,Norway,,,,2002,,,Cross Country Skiing,,Silver
76654,Mikhail Botvinov,,,,Austria,,,,2002,,,Cross Country Skiing,,Silver
76655,Giorgio Di Centa,,,,Italy,,,,2002,,,Cross Country Skiing,,Silver
76656,Per Elofsson,,,,Sweden,,,,2002,,,Cross Country Skiing,,Bronze
76657,Jens Filbrich,,,,Germany,,,,2002,,,Cross Country Skiing,,Bronze
76658,Manuela Henkel,,,,Germany,,,,2002,,,Cross Country Skiing,,Gold
76659,Tor-Arne Hetland,,,,Norway,,,,2002,,,Cross Country Skiing,,Gold
76660,Odd-Bjørn Hjelmeset,,,,Norway,,,,2002,,,Cross Country Skiing,,Bronze
76661,Christian Hoffmann,,,,Austria,,,,2002,,,Cross Country Skiing,,Gold
76662,Andrea Huber,,,,Switzerland,,,,2002,,,Cross Country Skiing,,Bronze
76663,Mikhail Ivanov,,,,Russia,,,,2002,,,Cross Country Skiing,,Gold
76664,Claudia Künzel-Nystad,,,,Germany,,,,2002,,,Cross Country Skiing,,Gold
76665,Natascia Leonardi Cortesi,,,,Switzerland,,,,2002,,,Cross Country Skiing,,Bronze
76666,Jaak Mae,,,,Estonia,,,,2002,,,Cross Country Skiing,,Bronze
76667,Fabio Maj,,,,Italy,,,,2002,,,Cross Country Skiing,,Silver
76668,Gabriella Paruzzi,,,,Italy,,,,2002,,,Cross Country Skiing,,Gold
76669,Hilde Gjermundshaug Pedersen,,,,Norway,,,,2002,,,Cross Country Skiing,,Silver
76670,Pietro Piller Cottrer,,,,Italy,,,,2002,,,Cross Country Skiing,,Silver
76671,Laurence Rochat,,,,Switzerland,,,,2002,,,Cross Country Skiing,,Bronze
76672,Peter Schlickenrieder,,,,Germany,,,,2002,,,Cross Country Skiing,,Silver
76673,Andreas Schlütter,,,,Germany,,,,2002,,,Cross Country Skiing,,Bronze
76674,Beckie Scott,,,,Canada,,,,2002,,,Cross Country Skiing,,Gold
76675,René Sommerfeldt,,,,Germany,,,,2002,,,Cross Country Skiing,,Bronze
76676,Hannes Aigner,,,,Germany,,,,2012,,,Canoeing,,Bronze
76677,Tim Baillie,,,,Great Britain,,,,2012,,,Canoeing,,Gold
76678,Aleksandr Bogdanovich,,,,Belarus,,,,2012,,,Canoeing,,Silver
76679,Andrey Bogdanovich,,,,Belarus,,,,2012,,,Canoeing,,Silver
76680,Sebastian Brendel,,,,Germany,,,,2012,,,Canoeing,,Gold
76681,David Cal,,,,Spain,,,,2012,,,Canoeing,,Silver
76682,Lisa Carrington,,,,New Zealand,,,,2012,,,Canoeing,,Gold
76683,Yuriy Cheban,,,,Ukraine,,,,2012,,,Canoeing,,Gold
76684,Maialen Chourraut,,,,Spain,,,,2012,,,Canoeing,,Bronze
76685,Jacob Clear,,,,Australia,,,,2012,,,Canoeing,,Gold
76686,Saúl Craviotto,,,,Spain,,,,2012,,,Canoeing,,Silver
76687,Mark de Jonge,,,,Canada,,,,2012,,,Canoeing,,Bronze
76688,Rudolf Dombi,,,,Hungary,,,,2012,,,Canoeing,,Gold
76689,Josef Dostál,,,,Czech Republic,,,,2012,,,Canoeing,,Bronze
76690,Aleksandr Dyachenko,,,,Russia,,,,2012,,,Canoeing,,Gold
76691,Tony Estanguet,,,,France,,,,2012,,,Canoeing,,Gold
76692,Krisztina Fazekas Zur,,,,Hungary,,,,2012,,,Canoeing,,Gold
76693,Emilie Fer,,,,France,,,,2012,,,Canoeing,,Gold
76694,David Florence,,,,Great Britain,,,,2012,,,Canoeing,,Silver
76695,Jess Fox,,,,Australia,,,,2012,,,Canoeing,,Silver
76696,Bridgitte Hartley,,,,South Africa,,,,2012,,,Canoeing,,Bronze
76697,Daniel Havel,,,,Czech Republic,,,,2012,,,Canoeing,,Bronze
76698,Liam Heath,,,,Great Britain,,,,2012,,,Canoeing,,Bronze
76699,Pavol Hochschorner,,,,Slovakia,,,,2012,,,Canoeing,,Bronze
76700,Peter Hochschorner,,,,Slovakia,,,,2012,,,Canoeing,,Bronze
76701,Max Hoff,,,,Germany,,,,2012,,,Canoeing,,Bronze
76702,Martin Hollstein,,,,Germany,,,,2012,,,Canoeing,,Bronze
76703,Richard Hounslow,,,,Great Britain,,,,2012,,,Canoeing,,Silver
76704,Vavrinec Hradílek,,,,Czech Republic,,,,2012,,,Canoeing,,Silver
76705,Andreas Ihle,,,,Germany,,,,2012,,,Canoeing,,Bronze
76706,Zoltán Kammerer,,,,Hungary,,,,2012,,,Canoeing,,Silver
76707,Olga Khudenko,,,,Belarus,,,,2012,,,Canoeing,,Bronze
76708,Roland Kökény,,,,Hungary,,,,2012,,,Canoeing,,Gold
76709,Aleksey Korovashkov,,,,Russia,,,,2012,,,Canoeing,,Bronze
76710,Peter Kretschmer,,,,Germany,,,,2012,,,Canoeing,,Gold
76711,Tamás Kulifai,,,,Hungary,,,,2012,,,Canoeing,,Silver
76712,Kurt Kuschela,,,,Germany,,,,2012,,,Canoeing,,Gold
76713,Eirik Verås Larsen,,,,Norway,,,,2012,,,Canoeing,,Gold
76714,Carolin Leonhardt,,,,Germany,,,,2012,,,Canoeing,,Silver
76715,Vadim Makhnyov,,,,Belarus,,,,2012,,,Canoeing,,Silver
76716,Michal Martikán,,,,Slovakia,,,,2012,,,Canoeing,,Bronze
76717,Ed McKeever,,,,Great Britain,,,,2012,,,Canoeing,,Gold
76718,Beata Mikolajczyk,,,,Poland,,,,2012,,,Canoeing,,Bronze
76719,Daniele Molmenti,,,,Italy,,,,2012,,,Canoeing,,Gold
76720,Karolina Naja,,,,Poland,,,,2012,,,Canoeing,,Bronze
76721,Mark Oldershaw,,,,Canada,,,,2012,,,Canoeing,,Bronze
76722,Dániel Pauman,,,,Hungary,,,,2012,,,Canoeing,,Silver
76723,Ilya Pervukhin,,,,Russia,,,,2012,,,Canoeing,,Bronze
76724,Roman Petrushenko,,,,Belarus,,,,2012,,,Canoeing,,Silver
76725,Fernando Pimenta,,,,Portugal,,,,2012,,,Canoeing,,Silver
76726,Marina Poltoran,,,,Belarus,,,,2012,,,Canoeing,,Bronze
76727,Irina Pomelova,,,,Belarus,,,,2012,,,Canoeing,,Bronze
76728,Nadezhda Popok,,,,Belarus,,,,2012,,,Canoeing,,Bronze
76729,Yury Postrigay,,,,Russia,,,,2012,,,Canoeing,,Gold
76730,Jon Schofield,,,,Great Britain,,,,2012,,,Canoeing,,Bronze
76731,Ivan Shtyl,,,,Russia,,,,2012,,,Canoeing,,Bronze
76732,Emanuel Silva,,,,Portugal,,,,2012,,,Canoeing,,Silver
76733,Dave Smith,,,,Australia,,,,2012,,,Canoeing,,Gold
76734,Tate Smith,,,,Australia,,,,2012,,,Canoeing,,Gold
76735,Jan Šterba,,,,Czech Republic,,,,2012,,,Canoeing,,Bronze
76736,Murray Stewart,,,,Australia,,,,2012,,,Canoeing,,Gold
76737,Etienne Stott,,,,Great Britain,,,,2012,,,Canoeing,,Gold
76738,Jevgenijus Šuklinas,,,,Lithuania,,,,2012,,,Canoeing,,Silver
76739,Gabriella Szabó,,,,Hungary,,,,2012,,,Canoeing,,Gold
76740,Sideris Tasiadis,,,,Germany,,,,2012,,,Canoeing,,Silver
76741,Dávid Tóth,,,,Hungary,,,,2012,,,Canoeing,,Silver
76742,Lukáš Trefil,,,,Czech Republic,,,,2012,,,Canoeing,,Bronze
76743,Adam Van Koeverden,,,,Canada,,,,2012,,,Canoeing,,Silver
76744,Katrin Wagner-Augustin,,,,Germany,,,,2012,,,Canoeing,,Silver
76745,Aleksey Abalmasov,,,,Belarus,,,,2008,,,Canoeing,,Gold
76746,Lutz Altepost,,,,Germany,,,,2008,,,Canoeing,,Bronze
76747,Rob Bell,,,,Australia,,,,2008,,,Canoeing,,Bronze
76748,Aleksandr Bogdanovich,,,,Belarus,,,,2008,,,Canoeing,,Gold
76749,Andrey Bogdanovich,,,,Belarus,,,,2008,,,Canoeing,,Gold
76750,Benjamin Boukpeti,,,,Togo,,,,2008,,,Canoeing,,Bronze
76751,Norman Bröckl,,,,Germany,,,,2008,,,Canoeing,,Bronze
76752,Yuriy Cheban,,,,Ukraine,,,,2008,,,Canoeing,,Bronze
76753,Saúl Craviotto,,,,Spain,,,,2008,,,Canoeing,,Gold
76754,Hannah Davis,,,,Australia,,,,2008,,,Canoeing,,Bronze
76755,Marie Delattre,,,,France,,,,2008,,,Canoeing,,Bronze
76756,Torsten Eckbrett,,,,Germany,,,,2008,,,Canoeing,,Bronze
76757,Andrea Facchin,,,,Italy,,,,2008,,,Canoeing,,Bronze
76758,Fanny Fischer,,,,Germany,,,,2008,,,Canoeing,,Gold
76759,David Florence,,,,Great Britain,,,,2008,,,Canoeing,,Silver
76760,Lyndsie Fogarty,,,,Australia,,,,2008,,,Canoeing,,Bronze
76761,Björn Goldschmidt,,,,Germany,,,,2008,,,Canoeing,,Bronze
76762,Alexander Grimm,,,,Germany,,,,2008,,,Canoeing,,Gold
76763,Thomas Hall,,,,Canada,,,,2008,,,Canoeing,,Bronze
76764,Pavol Hochschorner,,,,Slovakia,,,,2008,,,Canoeing,,Gold
76765,Peter Hochschorner,,,,Slovakia,,,,2008,,,Canoeing,,Gold
76766,Martin Hollstein,,,,Germany,,,,2008,,,Canoeing,,Gold
76767,Josefa Idem-Guerrini,,,,Italy,,,,2008,,,Canoeing,,Silver
76768,Andreas Ihle,,,,Germany,,,,2008,,,Canoeing,,Gold
76769,Elena Kaliská,,,,Slovakia,,,,2008,,,Canoeing,,Gold
76770,Tamás Kiss,,,,Hungary,,,,2008,,,Canoeing,,Bronze
76771,Kim Knudsen,,,,Denmark,,,,2008,,,Canoeing,,Silver
76772,Aleksandr Kostoglod,,,,Russia,,,,2008,,,Canoeing,,Silver
76773,Danuta Kozák,,,,Hungary,,,,2008,,,Canoeing,,Silver
76774,György Kozmann,,,,Hungary,,,,2008,,,Canoeing,,Bronze
76775,Mikhail Kuznetsov,,,,Russia,,,,2008,,,Canoeing,,Bronze
76776,Dmitry Larionov,,,,Russia,,,,2008,,,Canoeing,,Bronze
76777,Eirik Verås Larsen,,,,Norway,,,,2008,,,Canoeing,,Silver
76778,Jacqui Lawrence,,,,Australia,,,,2008,,,Canoeing,,Silver
76779,Fabien Lefèvre,,,,France,,,,2008,,,Canoeing,,Silver
76780,Artur Litvinchuk,,,,Belarus,,,,2008,,,Canoeing,,Gold
76781,Michal Martikán,,,,Slovakia,,,,2008,,,Canoeing,,Gold
76782,Chantal Meek,,,,Australia,,,,2008,,,Canoeing,,Bronze
76783,Meng Guanliang,,,,China,,,,2008,,,Canoeing,,Gold
76784,Beata Mikolajczyk,,,,Poland,,,,2008,,,Canoeing,,Silver
76785,Violetta Oblinger-Peters,,,,Austria,,,,2008,,,Canoeing,,Bronze
76786,Lisa Oldenhof,,,,Australia,,,,2008,,,Canoeing,,Bronze
76787,Maksim Opalev,,,,Russia,,,,2008,,,Canoeing,,Gold
76788,Inna Osypenko-Radomska,,,,Ukraine,,,,2008,,,Canoeing,,Gold
76789,Aneta Pastuszka-Konieczna,,,,Poland,,,,2008,,,Canoeing,,Silver
76790,Carlos Pérez,,,,Spain,,,,2008,,,Canoeing,,Gold
76791,René Poulsen,,,,Denmark,,,,2008,,,Canoeing,,Silver
76792,Ronald Rauhe,,,,Germany,,,,2008,,,Canoeing,,Silver
76793,Nicole Reinhardt,,,,Germany,,,,2008,,,Canoeing,,Gold
76794,Michal Riszdorfer,,,,Slovakia,,,,2008,,,Canoeing,,Silver
76795,Richard Riszdorfer,,,,Slovakia,,,,2008,,,Canoeing,,Silver
76796,Antonio Scaduto,,,,Italy,,,,2008,,,Canoeing,,Bronze
76797,Ondrej Štepánek,,,,Czech Republic,,,,2008,,,Canoeing,,Silver
76798,Gabriella Szabó,,,,Hungary,,,,2008,,,Canoeing,,Silver
76799,Juraj Tarr,,,,Slovakia,,,,2008,,,Canoeing,,Silver
76800,Sergey Ulegin,,,,Russia,,,,2008,,,Canoeing,,Silver
76801,Attila Vajda,,,,Hungary,,,,2008,,,Canoeing,,Gold
76802,Adam Van Koeverden,,,,Canada,,,,2008,,,Canoeing,,Silver
76803,Anne-Laure Viard,,,,France,,,,2008,,,Canoeing,,Bronze
76804,Erik Vlcek,,,,Slovakia,,,,2008,,,Canoeing,,Silver
76805,Jaroslav Volf,,,,Czech Republic,,,,2008,,,Canoeing,,Silver
76806,Conny Wassmuth,,,,Germany,,,,2008,,,Canoeing,,Gold
76807,Tim Wieskötter,,,,Germany,,,,2008,,,Canoeing,,Silver
76808,Yang Wenjun,,,,China,,,,2008,,,Canoeing,,Gold
76809,Juraj Baca,,,,Slovakia,,,,2004,,,Canoeing,,Bronze
76810,Björn Bach,,,,Germany,,,,2004,,,Canoeing,,Silver
76811,Hanna Balabanova,,,,Ukraine,,,,2004,,,Canoeing,,Bronze
76812,Ledys Balceiro,,,,Cuba,,,,2004,,,Canoeing,,Silver
76813,Marcus Becker,,,,Germany,,,,2004,,,Canoeing,,Silver
76814,Beniamino Bonomi,,,,Italy,,,,2004,,,Canoeing,,Silver
76815,Kinga Bóta,,,,Hungary,,,,2004,,,Canoeing,,Silver
76816,Caroline Brunet,,,,Canada,,,,2004,,,Canoeing,,Bronze
76817,Olena Cherevatova,,,,Ukraine,,,,2004,,,Canoeing,,Bronze
76818,Tony Estanguet,,,,France,,,,2004,,,Canoeing,,Gold
76819,Nils Olav Fjeldheim,,,,Norway,,,,2004,,,Canoeing,,Bronze
76820,Ben Fouhy,,,,New Zealand,,,,2004,,,Canoeing,,Silver
76821,Rebecca Giddens,,,,United States,,,,2004,,,Canoeing,,Silver
76822,Christian Gille,,,,Germany,,,,2004,,,Canoeing,,Gold
76823,Stefan Henze,,,,Germany,,,,2004,,,Canoeing,,Silver
76824,Pavol Hochschorner,,,,Slovakia,,,,2004,,,Canoeing,,Gold
76825,Peter Hochschorner,,,,Slovakia,,,,2004,,,Canoeing,,Gold
76826,Gábor Horváth,,,,Hungary,,,,2004,,,Canoeing,,Gold
76827,Josefa Idem-Guerrini,,,,Italy,,,,2004,,,Canoeing,,Silver
76828,Andreas Ihle,,,,Germany,,,,2004,,,Canoeing,,Silver
76829,Elena Kaliská,,,,Slovakia,,,,2004,,,Canoeing,,Gold
76830,Zoltán Kammerer,,,,Hungary,,,,2004,,,Canoeing,,Gold
76831,György Kolonics,,,,Hungary,,,,2004,,,Canoeing,,Bronze
76832,György Kozmann,,,,Hungary,,,,2004,,,Canoeing,,Bronze
76833,Fabien Lefèvre,,,,France,,,,2004,,,Canoeing,,Bronze
76834,Vadim Makhnyov,,,,Belarus,,,,2004,,,Canoeing,,Bronze
76835,Michal Martikán,,,,Slovakia,,,,2004,,,Canoeing,,Silver
76836,Meng Guanliang,,,,China,,,,2004,,,Canoeing,,Gold
76837,Henrik Nilsson,,,,Sweden,,,,2004,,,Canoeing,,Gold
76838,Maike Nollen,,,,Germany,,,,2004,,,Canoeing,,Gold
76839,Maksim Opalev,,,,Russia,,,,2004,,,Canoeing,,Bronze
76840,Markus Oscarsson,,,,Sweden,,,,2004,,,Canoeing,,Gold
76841,Inna Osypenko-Radomska,,,,Ukraine,,,,2004,,,Canoeing,,Bronze
76842,Aneta Pastuszka-Konieczna,,,,Poland,,,,2004,,,Canoeing,,Bronze
76843,Benoît Peschier,,,,France,,,,2004,,,Canoeing,,Gold
76844,Roman Petrushenko,,,,Belarus,,,,2004,,,Canoeing,,Bronze
76845,Stefan Pfannmöller,,,,Germany,,,,2004,,,Canoeing,,Bronze
76846,Ronald Rauhe,,,,Germany,,,,2004,,,Canoeing,,Gold
76847,Helen Reeves,,,,Great Britain,,,,2004,,,Canoeing,,Bronze
76848,Michal Riszdorfer,,,,Slovakia,,,,2004,,,Canoeing,,Bronze
76849,Richard Riszdorfer,,,,Slovakia,,,,2004,,,Canoeing,,Bronze
76850,Clint Robinson,,,,Australia,,,,2004,,,Canoeing,,Silver
76851,Ibrahim Rojas,,,,Cuba,,,,2004,,,Canoeing,,Silver
76852,Antonio Rossi,,,,Italy,,,,2004,,,Canoeing,,Silver
76853,Beata Sokolowska-Kulesza,,,,Poland,,,,2004,,,Canoeing,,Bronze
76854,Ondrej Štepánek,,,,Czech Republic,,,,2004,,,Canoeing,,Bronze
76855,Botond Storcz,,,,Hungary,,,,2004,,,Canoeing,,Gold
76856,Szilvia Szabó,,,,Hungary,,,,2004,,,Canoeing,,Silver
76857,Tetiana Teklian-Semykina,,,,Ukraine,,,,2004,,,Canoeing,,Bronze
76858,Stefan Ulm,,,,Germany,,,,2004,,,Canoeing,,Silver
76859,Attila Vajda,,,,Hungary,,,,2004,,,Canoeing,,Bronze
76860,Ákos Vereckei,,,,Hungary,,,,2004,,,Canoeing,,Gold
76861,Erzsébet Viski,,,,Hungary,,,,2004,,,Canoeing,,Silver
76862,Erik Vlcek,,,,Slovakia,,,,2004,,,Canoeing,,Bronze
76863,Jaroslav Volf,,,,Czech Republic,,,,2004,,,Canoeing,,Bronze
76864,Katrin Wagner-Augustin,,,,Germany,,,,2004,,,Canoeing,,Gold
76865,Campbell Walsh,,,,Great Britain,,,,2004,,,Canoeing,,Silver
76866,Tim Wieskötter,,,,Germany,,,,2004,,,Canoeing,,Gold
76867,Tomasz Wylenzek,,,,Germany,,,,2004,,,Canoeing,,Gold
76868,Ian Wynne,,,,Great Britain,,,,2004,,,Canoeing,,Bronze
76869,Yang Wenjun,,,,China,,,,2004,,,Canoeing,,Gold
76870,Mark Zabel,,,,Germany,,,,2004,,,Canoeing,,Silver
76871,Björn Bach,,,,Germany,,,,2000,,,Canoeing,,Silver
76872,Ledys Balceiro,,,,Cuba,,,,2000,,,Canoeing,,Silver
76873,Pawel Baraszkiewicz,,,,Poland,,,,2000,,,Canoeing,,Silver
76874,Anne-Lise Bardet,,,,France,,,,2000,,,Canoeing,,Bronze
76875,Krisztián Bártfai,,,,Hungary,,,,2000,,,Canoeing,,Bronze
76876,Dariusz Bialkowski,,,,Poland,,,,2000,,,Canoeing,,Bronze
76877,Beniamino Bonomi,,,,Italy,,,,2000,,,Canoeing,,Gold
76878,Katrin Borchert,,,,Australia,,,,2000,,,Canoeing,,Bronze
76879,Tim Brabants,,,,Great Britain,,,,2000,,,Canoeing,,Bronze
76880,Caroline Brunet,,,,Canada,,,,2000,,,Canoeing,,Silver
76881,Danny Collins,,,,Australia,,,,2000,,,Canoeing,,Silver
76882,Tony Estanguet,,,,France,,,,2000,,,Canoeing,,Gold
76883,Pierpaolo Ferrazzi,,,,Italy,,,,2000,,,Canoeing,,Bronze
76884,Steve Giles,,,,Canada,,,,2000,,,Canoeing,,Bronze
76885,Brigitte Guibal,,,,France,,,,2000,,,Canoeing,,Silver
76886,Štepánka Hilgertová,,,,Czech Republic,,,,2000,,,Canoeing,,Gold
76887,Pavol Hochschorner,,,,Slovakia,,,,2000,,,Canoeing,,Gold
76888,Peter Hochschorner,,,,Slovakia,,,,2000,,,Canoeing,,Gold
76889,Gábor Horváth,,,,Hungary,,,,2000,,,Canoeing,,Gold
76890,Josefa Idem-Guerrini,,,,Italy,,,,2000,,,Canoeing,,Gold
76891,Raluca Ionita,,,,Romania,,,,2000,,,Canoeing,,Bronze
76892,Daniel Jedraszko,,,,Poland,,,,2000,,,Canoeing,,Silver
76893,Marek Jiras,,,,Czech Republic,,,,2000,,,Canoeing,,Bronze
76894,Rita Kobán,,,,Hungary,,,,2000,,,Canoeing,,Silver
76895,Lars Kober,,,,Germany,,,,2000,,,Canoeing,,Bronze
76896,Michael Kolganov,,,,Israel,,,,2000,,,Canoeing,,Bronze
76897,György Kolonics,,,,Hungary,,,,2000,,,Canoeing,,Gold
76898,Grzegorz Kotowicz,,,,Poland,,,,2000,,,Canoeing,,Bronze
76899,Krzysztof Kolomanski,,,,Poland,,,,2000,,,Canoeing,,Silver
76900,Mariana Limbau,,,,Romania,,,,2000,,,Canoeing,,Bronze
76901,Tomáš Máder,,,,Czech Republic,,,,2000,,,Canoeing,,Bronze
76902,Michal Martikán,,,,Slovakia,,,,2000,,,Canoeing,,Silver
