,Name,Age,Height,Weight,Team,Sex,NOC,Games,Year,Season,City,Sport,Event,Medal
1514,Rachael Alexis Adams,26.0,188.0,81.0,United States,F,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
1519,"Victoria ""Vicki"" Adams",24.0,164.0,69.0,Great Britain,F,GBR,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Bronze
1527,Valerie Kasanita Adams-Vili (-Price),23.0,193.0,120.0,New Zealand,F,NZL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Shot Put,Gold
1528,Valerie Kasanita Adams-Vili (-Price),27.0,193.0,120.0,New Zealand,F,NZL,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Shot Put,Gold
1529,Valerie Kasanita Adams-Vili (-Price),31.0,193.0,120.0,New Zealand,F,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver
1533,Filip Kamil Adamski,29.0,189.0,87.0,Germany,M,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
1534,Herbert Adamski,26.0,0.0,0.0,Germany,M,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Pairs,Gold
1535,Jerzy Adamski,23.0,171.0,58.0,Poland,M,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,Silver
1579,Simon Addo,17.0,180.0,79.0,Ghana,M,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
1583,Eugene Addor,0.0,0.0,0.0,Switzerland,M,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Bronze
1617,Olubayo Adefemi,22.0,181.0,82.0,Nigeria,M,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
1637,"Ayodele ""Dele"" Adeleye",19.0,190.0,80.0,Nigeria,M,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
1651,Ademir Roque Kaefer,24.0,179.0,74.0,Brazil,M,BRA,1984 Summer,1984,Summer,Los Angeles,Football,Football Men's Football,Silver
1652,Ademir Roque Kaefer,28.0,179.0,74.0,Brazil,M,BRA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,Silver
1665,Olapade Charles Adeniken,22.0,186.0,78.0,Nigeria,M,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
1668,Adenzia Aparecida Ferreira da Silva,25.0,187.0,65.0,Brazil,F,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold
1712,Franck Adisson,23.0,180.0,70.0,France-1,M,FRA,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
1713,Franck Adisson,26.0,180.0,70.0,France-1,M,FRA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
1720,"Richard ""Richy""  Adjei",27.0,190.0,110.0,Germany-2,M,GER,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Two,Silver
1722,Sammi Adjei,18.0,0.0,0.0,Ghana,M,GHA,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,Bronze
1727,"Charles ""Chuck"" Adkins",20.0,0.0,0.0,United States,M,USA,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,Gold
1728,Derrick Ralph Adkins,26.0,188.0,80.0,United States,M,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold
1729,"Robert Edward ""Bob"" Adlard",32.0,0.0,0.0,Great Britain,M,GBR,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Silver
1733,Daniel Adler,26.0,180.0,72.0,Brazil,M,BRA,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,Silver
1737,Egon Adler,23.0,172.0,62.0,Germany,M,GER,1960 Summer,1960,Summer,Roma,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
1739,"Margarete ""Grete"" Adler",16.0,0.0,0.0,Austria,F,AUT,1912 Summer,1912,Summer,Stockholm,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
1752,Gregor Nils Henric Adlercreutz,37.0,0.0,0.0,Sweden,M,SWE,1936 Summer,1936,Summer,Berlin,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
1755,Nils August Domingo Adlercreutz,45.0,0.0,0.0,Sweden,M,SWE,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
1756,Anna Mrtha Vilhelmina Adlerstrhle (von Oelreich-),39.0,0.0,0.0,Sweden,F,SWE,1908 Summer,1908,Summer,London,Tennis,"Tennis Women's Singles, Covered Courts",Bronze
1762,Erik William Adlerz,19.0,0.0,0.0,Sweden,M,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Platform,Gold
1763,Erik William Adlerz,19.0,0.0,0.0,Sweden,M,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Men's Plain High,Gold
1764,Erik William Adlerz,27.0,0.0,0.0,Sweden,M,SWE,1920 Summer,1920,Summer,Antwerpen,Diving,Diving Men's Platform,Silver
1772,"Rebecca ""Becky"" Adlington",19.0,179.0,70.0,Great Britain,F,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,Gold
1773,"Rebecca ""Becky"" Adlington",19.0,179.0,70.0,Great Britain,F,GBR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,Gold
1774,"Rebecca ""Becky"" Adlington",23.0,179.0,70.0,Great Britain,F,GBR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze
1775,"Rebecca ""Becky"" Adlington",23.0,179.0,70.0,Great Britain,F,GBR,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Bronze
1807,Dainius Adomaitis,26.0,202.0,100.0,Lithuania,M,LTU,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Bronze
1843,Nathan Ghar-Jun Adrian,19.0,198.0,100.0,United States,M,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1844,Nathan Ghar-Jun Adrian,23.0,198.0,100.0,United States,M,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold
1845,Nathan Ghar-Jun Adrian,23.0,198.0,100.0,United States,M,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
1846,Nathan Ghar-Jun Adrian,23.0,198.0,100.0,United States,M,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1847,Nathan Ghar-Jun Adrian,27.0,198.0,100.0,United States,M,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
1848,Nathan Ghar-Jun Adrian,27.0,198.0,100.0,United States,M,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
1849,Nathan Ghar-Jun Adrian,27.0,198.0,100.0,United States,M,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
1850,Nathan Ghar-Jun Adrian,27.0,198.0,100.0,United States,M,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
1856,Adriana Aparecida dos Santos,25.0,180.0,61.0,Brazil,F,BRA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Silver
1857,Adriana Aparecida dos Santos,29.0,180.0,61.0,Brazil,F,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
1863,"Adriana ""Adrianinha"" Moiss Pinto",21.0,170.0,65.0,Brazil,F,BRA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Bronze
1872,Attila Adrovicz,30.0,189.0,87.0,Hungary,M,HUN,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
1899,Klaus Aeffke,24.0,189.0,82.0,Germany,M,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
1942,Kseniya Dmitriyevna Afanasyeva,20.0,158.0,48.0,Russia,F,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
1962,Maksim Sergeyevich Afinogenov,22.0,183.0,88.0,Russia,M,RUS,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
1968,"Olabisi ""Bisi"" Afolabi",20.0,180.0,62.0,Nigeria,F,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
1976,Felicia Afrsiloaie (-Jitianu),22.0,178.0,70.0,Romania,F,ROU,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Bronze
1977,Cecil Sebastian Afrika,28.0,175.0,75.0,South Africa,M,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
1997,Muhammad Afzal Manna,25.0,173.0,76.0,Pakistan,M,PAK,1964 Summer,1964,Summer,Tokyo,Hockey,Hockey Men's Hockey,Silver
2002,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",27.0,193.0,104.0,South Africa,M,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
2005,Lavinia Agache (-Carney),16.0,148.0,40.0,Romania,F,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Team All-Around,Gold
2007,Lavinia Agache (-Carney),16.0,148.0,40.0,Romania,F,ROU,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Women's Horse Vault,Bronze
2016,Luca Agamennoni,24.0,187.0,93.0,Italy,M,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Fours,Bronze
2017,Luca Agamennoni,27.0,187.0,93.0,Italy,M,ITA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
2031,Andre Kirk Agassi,26.0,180.0,80.0,United States,M,USA,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Men's Singles,Gold
2044,Clarisse Agbegnenou,23.0,164.0,66.0,France,F,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver
2062,Henrik Agersborg,47.0,0.0,0.0,Stella-2,M,NOR,1920 Summer,1920,Summer,Antwerpen,Sailing,Sailing Mixed 6 metres,Bronze
2065,Viktor Ivanovich Ageyev,20.0,184.0,80.0,Soviet Union,M,URS,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,Bronze
2066,Viktor Ivanovich Ageyev,24.0,184.0,80.0,Soviet Union,M,URS,1960 Summer,1960,Summer,Roma,Water Polo,Water Polo Men's Water Polo,Silver
2067,Viktor Ivanovich Ageyev,28.0,184.0,80.0,Soviet Union,M,URS,1964 Summer,1964,Summer,Tokyo,Water Polo,Water Polo Men's Water Polo,Bronze
2099,Marilyn Agliotti,29.0,172.0,58.0,Netherlands,F,NED,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
2100,Marilyn Agliotti,33.0,172.0,58.0,Netherlands,F,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
2110,Yannick Agnel,20.0,202.0,90.0,France,M,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,Gold
2111,Yannick Agnel,20.0,202.0,90.0,France,M,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
2112,Yannick Agnel,20.0,202.0,90.0,France,M,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
2126,Meghan Christina Agosta (-Marciano),18.0,168.0,67.0,Canada,F,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
2127,Meghan Christina Agosta (-Marciano),23.0,168.0,67.0,Canada,F,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
2128,Meghan Christina Agosta (-Marciano),26.0,168.0,67.0,Canada,F,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
2138,"Benjamin Alexandro ""Ben"" Agosto",24.0,178.0,75.0,United States-1,M,USA,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
2143,Judit goston-Mendelnyi,27.0,164.0,62.0,Hungary,F,HUN,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Women's Foil, Team",Gold
2144,Carlo Agostoni Faini,19.0,170.0,0.0,Italy,M,ITA,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",Gold
2145,Carlo Agostoni Faini,23.0,170.0,0.0,Italy,M,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",Bronze
2146,Carlo Agostoni Faini,23.0,170.0,0.0,Italy,M,ITA,1932 Summer,1932,Summer,Los Angeles,Fencing,"Fencing Men's epee, Team",Silver
2148,Carlo Agostoni Faini,39.0,170.0,0.0,Italy,M,ITA,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's epee, Team",Silver
2159,Erik Alfred gren,20.0,0.0,0.0,Sweden,M,SWE,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,Bronze
2170,Ioannis Agrimis,0.0,0.0,0.0,"Large boat, Central Naval Prep School ""Poros""-1",M,GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
2173,"Estella ""Stella"" Agsteribbe (-Blits)",19.0,0.0,0.0,Netherlands,F,NED,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Women's Team All-Around,Gold
2183,Sergio Leonel Agero del Castillo,20.0,172.0,74.0,Argentina,M,ARG,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Gold
2184,"Taismary ""Tai"" Agero Leiva (-Botteghi)",23.0,175.0,70.0,Cuba,F,CUB,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
2256,Jos Aguilar Pulsn,20.0,173.0,64.0,Cuba,M,CUB,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,Bronze
2263,Macarena Aguilar Daz,27.0,170.0,67.0,Spain,F,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
2280,Sandra Aguilar Navarro,23.0,167.0,50.0,Spain,F,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
2288,Jorge Luis Aguilera Ruiz,26.0,172.0,64.0,Cuba,M,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
2331,Sri Wahyuni Agustiani,21.0,147.0,47.0,Indonesia,F,INA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver
2352,Robyn Mokihana Ah Mow-Santos,32.0,172.0,67.0,United States,F,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
2363,Kevin Joseph Ahearn,23.0,175.0,73.0,United States,M,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
2367,"Timothy Joseph ""Tim"" Ahearne",22.0,170.0,57.0,Great Britain,M,GBR,1908 Summer,1908,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
2386,Bruno Valfrid Ahlberg,21.0,168.0,69.5,Finland,M,FIN,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Bronze
2391,Mats Bertil hlberg,32.0,179.0,78.0,Sweden,M,SWE,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2396,Annica Gunilla hln,27.0,177.0,75.0,Sweden,F,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
2397,Johan Petter hln (Andersson-),44.0,0.0,0.0,Sweden,M,SWE,1924 Winter,1924,Winter,Chamonix,Curling,Curling Men's Curling,Silver
2398,Thomas Valter hln,24.0,182.0,90.0,Sweden,M,SWE,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
2403,Anselm Ahlfors,26.0,0.0,0.0,Finland,M,FIN,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
2406,Anders Oscar Ahlgren,24.0,0.0,0.0,Sweden,M,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Middleweight B, Greco-Roman",Silver
2410,George Lewis Ahlgren,19.0,0.0,0.0,United States,M,USA,1948 Summer,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
2423,Christian Ahlmann,29.0,189.0,80.0,Germany,M,GER,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2429,Christian Ahlmann,41.0,189.0,80.0,Germany,M,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
2433,Thure Johan Ahlqvist,25.0,0.0,0.0,Sweden,M,SWE,1932 Summer,1932,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Silver
2438,"Sten Olov ""Olle"" hlund",31.0,0.0,0.0,Sweden,M,SWE,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,Bronze
2453,Tontowi Ahmad,29.0,179.0,72.0,Indonesia-1,M,INA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
2462,Arne Per hman,23.0,176.0,64.0,Sweden,M,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
2465,Jrg Ahmann,34.0,190.0,88.0,Germany-1,M,GER,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
2466,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",22.0,172.0,52.0,United States,F,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
2467,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",22.0,172.0,52.0,United States,F,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver
2468,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",22.0,172.0,52.0,United States,F,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
2475,Muhammad Akhlaq Ahmed,20.0,0.0,0.0,Pakistan,M,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
2478,Muhammad Ashfaq Ahmed,21.0,162.0,62.0,Pakistan,M,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
2480,Bashir Ahmed,25.0,171.0,67.0,Pakistan,M,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
2489,Ishtiaq Ahmed,21.0,170.0,62.0,Pakistan,M,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
2493,Manzoor Ahmed,24.0,169.0,75.0,Pakistan,M,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
2502,Mushtaq Ahmed,28.0,170.0,70.0,Pakistan,M,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
2503,Mushtaq Ahmed,27.0,173.0,61.0,Pakistan,M,PAK,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
2506,Riaz Ahmed,27.0,150.0,70.0,Pakistan,M,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
2507,Riaz Ahmed,30.0,150.0,70.0,Pakistan,M,PAK,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
2511,Shahbaz Ahmed,23.0,175.0,61.0,Pakistan,M,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
2532,Arthur Ahnger,26.0,0.0,0.0,Lucky Girl-1,M,FIN,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
2557,Janne Petteri Ahonen,24.0,184.0,66.0,Finland,M,FIN,2002 Winter,2002,Winter,Salt Lake City,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
2560,Janne Petteri Ahonen,28.0,184.0,66.0,Finland,M,FIN,2006 Winter,2006,Winter,Torino,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver
2576,Peter Ahrendt,30.0,169.0,66.0,Mutafo,M,GER,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
2577,Brigitte Ahrenholz,23.0,178.0,85.0,East Germany,F,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
2579,"Christian ""Chris"" Ahrens",28.0,195.0,97.0,United States,M,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
2584,Marlene Ahrens Ostertag (-Ebensperger),23.0,176.0,70.0,Chile,F,CHI,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver
2587,Thomas Ahrens,16.0,163.0,50.0,Germany,M,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
2615,Matteo Aicardi,26.0,192.0,102.0,Italy,M,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
2616,Matteo Aicardi,30.0,192.0,102.0,Italy,M,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
2618,Mara Magdalena Aicega Amicarelli,26.0,165.0,60.0,Argentina,F,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
2619,Mara Magdalena Aicega Amicarelli,30.0,165.0,60.0,Argentina,F,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
2620,Mara Magdalena Aicega Amicarelli,34.0,165.0,60.0,Argentina,F,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
2622,Hans Aichele,24.0,0.0,0.0,Switzerland-1,M,SUI,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Bobsleigh,Bobsleigh Men's Four,Silver
2635,Rosaria Aiello,27.0,172.0,74.0,Italy,F,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
2637,Franz Aigner,32.0,0.0,107.0,Austria,M,AUT,1924 Summer,1924,Summer,Paris,Weightlifting,Weightlifting Men's Heavyweight,Silver
2638,Hannes Aigner,23.0,183.0,75.0,Germany,M,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
2645,Nobuyuki Aihara,21.0,154.0,53.0,Japan,M,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
2646,Nobuyuki Aihara,21.0,154.0,53.0,Japan,M,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
2653,Nobuyuki Aihara,25.0,154.0,53.0,Japan,M,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
2654,Nobuyuki Aihara,25.0,154.0,53.0,Japan,M,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold
2663,Yutaka Aihara,21.0,156.0,55.0,Japan,M,JPN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
2672,Ryoji Aikawa,28.0,183.0,85.0,Japan,M,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
2674,Alexander Michael Hirst Aikman,23.0,0.0,0.0,Australia,M,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
2688,"Charles Benedict ""Ben"" Ainslie",19.0,183.0,90.0,Great Britain,M,GBR,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver
2689,"Charles Benedict ""Ben"" Ainslie",23.0,183.0,90.0,Great Britain,M,GBR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold
2690,"Charles Benedict ""Ben"" Ainslie",27.0,183.0,90.0,Great Britain,M,GBR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
2691,"Charles Benedict ""Ben"" Ainslie",31.0,183.0,90.0,Great Britain,M,GBR,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
2692,"Charles Benedict ""Ben"" Ainslie",35.0,183.0,90.0,Great Britain,M,GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
2696,Kurt Harold Ainsworth,22.0,187.0,84.0,United States,M,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
2700,John Creyghton Ainsworth-Davis,25.0,0.0,0.0,Great Britain,M,GBR,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
2715,Robin Allingham Aisher,34.0,185.0,85.0,Great Britain,M,GBR,1968 Summer,1968,Summer,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze
2748,"Gordon ""Gord"" Aitchison",27.0,0.0,0.0,Canada,M,CAN,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Silver
2749,Frances Helen Aitchison (-Leisk),30.0,0.0,0.0,Great Britain-1,F,GBR,1912 Summer,1912,Summer,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
2753,Brett Aitken,21.0,173.0,65.0,Australia,M,AUS,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
2754,Brett Aitken,25.0,173.0,65.0,Australia,M,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
